room_type,person_capacity,space_type,region,country,total_booked_nights,total_available_or_booked_nights,month
Entire home/apt,4,House,Southland,Dorne,18.0,157.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,15.0,28.0,1/1/17
Entire home/apt,4,Apartment,Southland,River run,117.0,153.0,1/1/17
Entire home/apt,2,House,Westland,Springfield,6.0,24.0,1/1/17
Entire home/apt,8,Cabin,Westland,Springfield,12.0,18.0,1/1/17
Entire home/apt,2,Cabin,Westland,Springfield,6.0,27.0,1/1/17
Private room,2,Apartment,Westland,Springfield,25.0,28.0,1/1/17
Entire home/apt,10,House,Westland,Springfield,1.0,23.0,1/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,15.0,27.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,23.0,33.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,0.0,31.0,1/1/17
Entire home/apt,2,Apartment,Southland,King's Landing,13.0,45.0,1/1/17
Private room,2,House,Westland,Springfield,21.0,31.0,1/1/17
Entire home/apt,8,Cabin,Westland,Westeros,3.0,16.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,1.0,11.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,20.0,30.0,1/1/17
Entire home/apt,4,House,Westland,Springfield,20.0,25.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,3.0,24.0,1/1/17
Entire home/apt,3,Apartment,Essos,Bear Island,12.0,22.0,1/1/17
Entire home/apt,12,House,Essos,Pike's Peak,9.0,19.0,1/1/17
Entire home/apt,2,Cabin,Westland,Westeros,6.0,21.0,1/1/17
Entire home/apt,2,Apartment,Southland,River run,40.0,139.0,1/1/17
Entire home/apt,8,Apartment,Essos,Pike's Peak,6.0,7.0,1/1/17
Entire home/apt,4,Apartment,Southland,Dorne,27.0,144.0,1/1/17
Entire home/apt,3,House,Westland,Springfield,2.0,30.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,14.0,32.0,1/1/17
Entire home/apt,5,Apartment,Westland,Westeros,28.0,28.0,1/1/17
Entire home/apt,6,Apartment,Westland,Springfield,12.0,32.0,1/1/17
Entire home/apt,16,House,Westland,Springfield,5.0,29.0,1/1/17
Entire home/apt,4,House,La La Land,Iron Islands,14.0,26.0,1/1/17
Entire home/apt,7,Apartment,La La Land,Iron Islands,15.0,30.0,1/1/17
Private room,4,House,La La Land,Iron Islands,17.0,26.0,1/1/17
Entire home/apt,3,Cabin,Westland,Springfield,30.0,33.0,1/1/17
Private room,4,House,Westland,Springfield,1.0,15.0,1/1/17
Entire home/apt,5,Apartment,Hogwarts,Dragonstone,12.0,22.0,1/1/17
Entire home/apt,6,House,Southland,King's Landing,31.0,36.0,1/1/17
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,25.0,32.0,1/1/17
Private room,4,Cabin,Westland,Springfield,23.0,32.0,1/1/17
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,21.0,31.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,3.0,21.0,1/1/17
Entire home/apt,2,Apartment,Southland,Dorne,22.0,162.0,1/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,18.0,162.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,3.0,31.0,1/1/17
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,22.0,24.0,1/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,22.0,27.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,0.0,3.0,1/1/17
Private room,2,House,Southland,King's Landing,45.0,126.0,1/1/17
Entire home/apt,3,Apartment,Westland,Springfield,8.0,32.0,1/1/17
Entire home/apt,4,Apartment,Hogwarts,Dragonstone,7.0,28.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,12.0,31.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,14.0,23.0,1/1/17
Entire home/apt,6,Cabin,Westland,Springfield,1.0,15.0,1/1/17
Entire home/apt,8,House,Westland,Springfield,17.0,32.0,1/1/17
Entire home/apt,3,Apartment,Hogwarts,Dragonstone,27.0,31.0,1/1/17
Private room,2,House,Westland,Westeros,23.0,27.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,12.0,32.0,1/1/17
Entire home/apt,9,Cabin,Essos,Bear Island,26.0,27.0,1/1/17
Entire home/apt,6,Apartment,Westland,Springfield,15.0,29.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,27.0,33.0,1/1/17
Entire home/apt,4,Apartment,Southland,Dorne,76.0,121.0,1/1/17
Entire home/apt,8,Apartment,Essos,Winterfell,21.0,31.0,1/1/17
Entire home/apt,5,Apartment,La La Land,Iron Islands,21.0,22.0,1/1/17
Entire home/apt,3,Cabin,Westland,Westeros,6.0,25.0,1/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,1.0,25.0,1/1/17
Entire home/apt,4,House,Westland,Springfield,5.0,32.0,1/1/17
Entire home/apt,8,Cabin,Essos,Winterfell,2.0,24.0,1/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,22.0,26.0,1/1/17
Entire home/apt,13,House,Westland,Springfield,1.0,33.0,1/1/17
Private room,2,House,Hogwarts,Dragonstone,7.0,18.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,25.0,30.0,1/1/17
Entire home/apt,4,House,Westland,Springfield,10.0,17.0,1/1/17
Entire home/apt,2,House,Southland,Dorne,36.0,148.0,1/1/17
Entire home/apt,3,Cabin,Westland,Springfield,27.0,31.0,1/1/17
Entire home/apt,2,House,Southland,King's Landing,76.0,126.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,8.0,32.0,1/1/17
Entire home/apt,6,Apartment,Westland,Springfield,6.0,33.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,29.0,33.0,1/1/17
Entire home/apt,2,Apartment,Southland,Dorne,40.0,148.0,1/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,21.0,24.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,17.0,27.0,1/1/17
Private room,2,House,Hogwarts,Dragonstone,31.0,31.0,1/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,54.0,76.0,1/1/17
Entire home/apt,6,Cabin,Westland,Springfield,3.0,28.0,1/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,28.0,28.0,1/1/17
Entire home/apt,6,Apartment,Southland,King's Landing,31.0,108.0,1/1/17
Entire home/apt,6,Apartment,La La Land,Iron Islands,9.0,9.0,1/1/17
Entire home/apt,3,Apartment,Essos,Pike's Peak,18.0,23.0,1/1/17
Entire home/apt,6,Cabin,Westland,Springfield,7.0,31.0,1/1/17
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,2.0,7.0,1/1/17
Entire home/apt,3,Apartment,Westland,Springfield,18.0,31.0,1/1/17
Private room,2,Apartment,La La Land,Iron Islands,4.0,15.0,1/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,8.0,16.0,1/1/17
Entire home/apt,6,Apartment,Essos,Bear Island,16.0,21.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,17.0,25.0,1/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,20.0,32.0,1/1/17
Entire home/apt,10,House,Westland,Springfield,22.0,32.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,22.0,30.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,29.0,32.0,1/1/17
Private room,2,Cabin,Southland,King's Landing,99.0,157.0,1/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,19.0,25.0,1/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,9.0,139.0,1/1/17
Entire home/apt,5,Apartment,Southland,River run,13.0,99.0,1/1/17
Private room,2,Cabin,Westland,Springfield,8.0,26.0,1/1/17
Entire home/apt,10,Apartment,La La Land,Hornhill,32.0,37.0,1/1/17
Entire home/apt,9,House,Westland,Springfield,8.0,16.0,1/1/17
Entire home/apt,7,House,Westland,Springfield,4.0,33.0,1/1/17
Entire home/apt,5,House,Westland,Springfield,27.0,31.0,1/1/17
Private room,1,Apartment,Southland,River run,67.0,108.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,17.0,32.0,1/1/17
Entire home/apt,12,House,Westland,Springfield,0.0,4.0,1/1/17
Entire home/apt,2,Cabin,Essos,High Garden,15.0,26.0,1/1/17
Entire home/apt,5,Apartment,Essos,Pike's Peak,13.0,16.0,1/1/17
Entire home/apt,5,Cabin,Westland,Springfield,4.0,29.0,1/1/17
Entire home/apt,2,Cabin,Essos,Pike's Peak,1.0,19.0,1/1/17
Entire home/apt,5,House,Westland,Springfield,22.0,31.0,1/1/17
Entire home/apt,2,Apartment,Southland,River run,13.0,94.0,1/1/17
Entire home/apt,2,House,Westland,Westeros,3.0,8.0,1/1/17
Private room,2,Apartment,Southland,Dorne,67.0,90.0,1/1/17
Entire home/apt,5,House,Essos,Pike's Peak,0.0,31.0,1/1/17
Entire home/apt,6,Cabin,Southland,Dorne,31.0,153.0,1/1/17
Entire home/apt,2,House,Westland,Springfield,15.0,18.0,1/1/17
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,7.0,17.0,1/1/17
Private room,2,House,Hogwarts,Dragonstone,18.0,21.0,1/1/17
Entire home/apt,6,Apartment,Essos,High Garden,3.0,25.0,1/1/17
Entire home/apt,8,Apartment,Essos,Pike's Peak,16.0,23.0,1/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,24.0,29.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,22.0,32.0,1/1/17
Entire home/apt,4,Apartment,Westland,Springfield,9.0,31.0,1/1/17
Private room,2,House,Southland,Dorne,31.0,103.0,1/1/17
Entire home/apt,2,Cabin,Westland,Springfield,3.0,26.0,1/1/17
Entire home/apt,3,Apartment,Southland,King's Landing,18.0,22.0,1/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,6.0,25.0,1/1/17
Private room,2,Cabin,Westland,Springfield,2.0,30.0,1/1/17
Entire home/apt,7,House,Hogwarts,Dragonstone,3.0,6.0,1/1/17
Entire home/apt,4,Apartment,La La Land,Oldtown,14.0,16.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,17.0,23.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,28.0,33.0,1/1/17
Entire home/apt,2,Apartment,Hogwarts,Crownland,17.0,26.0,1/1/17
Entire home/apt,5,Cabin,Hogwarts,Crownland,20.0,20.0,1/1/17
Entire home/apt,5,Cabin,Southland,Dorne,13.0,103.0,1/1/17
Entire home/apt,6,Apartment,Westland,Springfield,23.0,33.0,1/1/17
Private room,2,Apartment,Southland,River run,9.0,13.0,1/1/17
Entire home/apt,2,Cabin,Westland,Springfield,6.0,24.0,1/1/17
Entire home/apt,4,Cabin,Westland,Springfield,14.0,33.0,1/1/17
Entire home/apt,12,House,Essos,High Garden,12.0,32.0,1/1/17
Entire home/apt,2,Apartment,Southland,River run,126.0,153.0,1/1/17
Entire home/apt,7,Apartment,Essos,Pike's Peak,13.0,17.0,1/1/17
Entire home/apt,14,Cabin,Westland,Springfield,11.0,29.0,1/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,8.0,8.0,1/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,31.0,117.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,28.0,32.0,1/1/17
Entire home/apt,3,Apartment,Westland,Springfield,29.0,32.0,1/1/17
Entire home/apt,2,Apartment,Westland,Springfield,11.0,32.0,1/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,13.0,21.0,1/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,10.0,23.0,1/1/17
Entire home/apt,2,Apartment,Westland,Westeros,16.0,27.0,1/1/17
Entire home/apt,9,House,Westland,Springfield,13.0,27.0,1/1/17
Entire home/apt,6,House,Westland,Springfield,1.0,30.0,1/1/17
Entire home/apt,4,House,Westland,Springfield,7.0,33.0,1/1/17
Entire home/apt,6,Apartment,Westland,Springfield,1.0,32.0,1/1/17
Entire home/apt,3,Apartment,Southland,Lannisport,85.0,126.0,2/1/17
Entire home/apt,3,Cabin,Westland,Springfield,2.0,6.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,23.0,28.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,6.0,27.0,2/1/17
Entire home/apt,4,Cabin,Westland,Springfield,13.0,28.0,2/1/17
Private room,5,House,Westland,Springfield,1.0,29.0,2/1/17
Entire home/apt,2,Apartment,Westland,Springfield,28.0,29.0,2/1/17
Entire home/apt,3,Apartment,La La Land,Hornhill,24.0,24.0,2/1/17
Entire home/apt,4,House,Westland,Springfield,12.0,25.0,2/1/17
Entire home/apt,4,Apartment,Southland,River run,81.0,171.0,2/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,5.0,9.0,2/1/17
Entire home/apt,2,Cabin,Essos,High Garden,9.0,25.0,2/1/17
Entire home/apt,6,House,Southland,Dorne,13.0,148.0,2/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,7.0,36.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,19.0,29.0,2/1/17
Entire home/apt,12,House,Essos,High Garden,14.0,30.0,2/1/17
Entire home/apt,4,Apartment,Westland,Westeros,3.0,37.0,2/1/17
Private room,2,Cabin,Southland,Dorne,81.0,144.0,2/1/17
Entire home/apt,6,House,Southland,King's Landing,13.0,157.0,2/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,22.0,27.0,2/1/17
Entire home/apt,2,Apartment,Southland,Dorne,45.0,148.0,2/1/17
Entire home/apt,5,House,Westland,Springfield,28.0,28.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,3.0,3.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,1.0,18.0,2/1/17
Private room,2,Cabin,La La Land,Iron Islands,16.0,16.0,2/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,22.0,31.0,2/1/17
Entire home/apt,6,Apartment,Southland,Dorne,58.0,144.0,2/1/17
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,2.0,6.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,7.0,12.0,2/1/17
Private room,2,Apartment,Southland,Dorne,94.0,135.0,2/1/17
Entire home/apt,5,Apartment,Westland,Westeros,27.0,40.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,25.0,29.0,2/1/17
Entire home/apt,2,House,Hogwarts,Dragonstone,19.0,33.0,2/1/17
Entire home/apt,2,Apartment,Westland,Springfield,2.0,29.0,2/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,10.0,33.0,2/1/17
Entire home/apt,7,House,Hogwarts,Dragonstone,5.0,14.0,2/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,9.0,63.0,2/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,25.0,25.0,2/1/17
Private room,4,House,Essos,Bear Island,7.0,17.0,2/1/17
Entire home/apt,4,Apartment,Westland,Westeros,27.0,40.0,2/1/17
Entire home/apt,2,Cabin,Southland,Dorne,45.0,121.0,2/1/17
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,1.0,25.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,17.0,19.0,2/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,4.0,36.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,21.0,25.0,2/1/17
Entire home/apt,5,House,Southland,King's Landing,18.0,148.0,2/1/17
Entire home/apt,10,House,Westland,Springfield,28.0,29.0,2/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,28.0,31.0,2/1/17
Entire home/apt,4,Cabin,Westland,Springfield,8.0,9.0,2/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,22.0,28.0,2/1/17
Entire home/apt,2,Cabin,Westland,Springfield,17.0,28.0,2/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,7.0,19.0,2/1/17
Entire home/apt,13,House,Essos,Bear Island,0.0,28.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,2.0,28.0,2/1/17
Entire home/apt,2,Apartment,Westland,Springfield,1.0,16.0,2/1/17
Entire home/apt,4,Apartment,Westland,Westeros,21.0,39.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,28.0,29.0,2/1/17
Entire home/apt,2,Apartment,Southland,Lannisport,85.0,108.0,2/1/17
Entire home/apt,4,Apartment,Essos,Bear Island,15.0,22.0,2/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,32.0,32.0,2/1/17
Entire home/apt,4,Cabin,Westland,Springfield,5.0,29.0,2/1/17
Entire home/apt,10,House,Hogwarts,Dragonstone,10.0,36.0,2/1/17
Entire home/apt,6,House,Westland,Westeros,24.0,39.0,2/1/17
Entire home/apt,8,Apartment,Essos,Pike's Peak,6.0,33.0,2/1/17
Entire home/apt,14,House,Essos,Pike's Peak,4.0,23.0,2/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,40.0,117.0,2/1/17
Private room,4,Cabin,Essos,Bear Island,0.0,28.0,2/1/17
Private room,3,Apartment,La La Land,Iron Islands,22.0,25.0,2/1/17
Entire home/apt,12,House,Westland,Springfield,2.0,17.0,2/1/17
Entire home/apt,2,Cabin,Hogwarts,Dragonstone,14.0,22.0,2/1/17
Entire home/apt,16,Cabin,Westland,Springfield,15.0,20.0,2/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,29.0,29.0,2/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,12.0,24.0,2/1/17
Entire home/apt,4,Cabin,Westland,Springfield,17.0,17.0,2/1/17
Entire home/apt,4,Apartment,Westland,Westeros,9.0,29.0,2/1/17
Entire home/apt,3,Cabin,Westland,Springfield,28.0,29.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,2.0,27.0,2/1/17
Entire home/apt,2,Apartment,Southland,River run,121.0,171.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,13.0,29.0,2/1/17
Entire home/apt,7,House,Westland,Springfield,11.0,18.0,2/1/17
Entire home/apt,10,Cabin,Westland,Springfield,4.0,20.0,2/1/17
Entire home/apt,6,Apartment,Essos,Bear Island,10.0,29.0,2/1/17
Entire home/apt,2,Apartment,Westland,Westeros,8.0,39.0,2/1/17
Private room,2,Apartment,Essos,Bear Island,1.0,24.0,2/1/17
Entire home/apt,2,Apartment,Essos,Pike's Peak,3.0,3.0,2/1/17
Private room,3,Cabin,La La Land,Tarth,4.0,27.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,16.0,27.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,25.0,28.0,2/1/17
Entire home/apt,8,Apartment,Essos,Winterfell,18.0,29.0,2/1/17
Private room,3,House,Westland,Westeros,9.0,35.0,2/1/17
Private room,2,Apartment,Westland,Springfield,7.0,29.0,2/1/17
Private room,4,Cabin,Westland,Springfield,26.0,29.0,2/1/17
Entire home/apt,7,House,Westland,Springfield,12.0,21.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,7.0,10.0,2/1/17
Entire home/apt,4,House,Essos,Pike's Peak,14.0,30.0,2/1/17
Entire home/apt,7,House,Westland,Springfield,7.0,25.0,2/1/17
Entire home/apt,4,Cabin,Hogwarts,Dragonstone,4.0,36.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,28.0,28.0,2/1/17
Entire home/apt,2,Apartment,Southland,King's Landing,40.0,72.0,2/1/17
Entire home/apt,2,Apartment,Southland,Lannisport,121.0,126.0,2/1/17
Entire home/apt,6,Apartment,Essos,Bear Island,16.0,23.0,2/1/17
Entire home/apt,8,Cabin,Westland,Springfield,3.0,25.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,14.0,20.0,2/1/17
Entire home/apt,10,House,Westland,Springfield,3.0,26.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,11.0,18.0,2/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,5.0,2/1/17
Entire home/apt,8,House,Hogwarts,Dragonstone,5.0,28.0,2/1/17
Entire home/apt,6,Cabin,Westland,Springfield,2.0,26.0,2/1/17
Entire home/apt,8,Cabin,Hogwarts,Dragonstone,5.0,36.0,2/1/17
Entire home/apt,10,Apartment,Westland,Springfield,1.0,29.0,2/1/17
Entire home/apt,6,Apartment,Southland,Dorne,27.0,40.0,2/1/17
Entire home/apt,2,Cabin,Westland,Springfield,26.0,29.0,2/1/17
Private room,2,House,Westland,Westeros,3.0,38.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,7.0,28.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,1.0,29.0,2/1/17
Entire home/apt,2,Apartment,La La Land,Iron Islands,4.0,10.0,2/1/17
Entire home/apt,4,House,Southland,King's Landing,63.0,112.0,2/1/17
Private room,2,House,Hogwarts,Dragonstone,4.0,24.0,2/1/17
Entire home/apt,5,Cabin,Hogwarts,Crownland,22.0,24.0,2/1/17
Entire home/apt,9,Cabin,Essos,Bear Island,17.0,26.0,2/1/17
Entire home/apt,5,Cabin,Southland,Dorne,18.0,72.0,2/1/17
Shared room,1,Apartment,Southland,King's Landing,13.0,108.0,2/1/17
Entire home/apt,2,House,Essos,Bear Island,9.0,19.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,2.0,5.0,2/1/17
Entire home/apt,10,House,Westland,Springfield,4.0,11.0,2/1/17
Hotel room,2,Hotel,Westland,Springfield,1.0,28.0,2/1/17
Entire home/apt,2,Apartment,Southland,Dorne,22.0,94.0,2/1/17
Private room,2,House,Hogwarts,Dragonstone,20.0,23.0,2/1/17
Entire home/apt,2,Apartment,Westland,Westeros,2.0,40.0,2/1/17
Entire home/apt,8,House,Westland,Springfield,13.0,28.0,2/1/17
Entire home/apt,6,Apartment,Hogwarts,Dragonstone,30.0,36.0,2/1/17
Entire home/apt,16,House,Westland,Springfield,10.0,23.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,6.0,28.0,2/1/17
Private room,4,Hotel,Westland,Springfield,14.0,22.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,8.0,21.0,2/1/17
Entire home/apt,6,House,Westland,Springfield,2.0,13.0,2/1/17
Private room,2,Hotel,La La Land,Iron Islands,4.0,23.0,2/1/17
Entire home/apt,3,Apartment,Westland,Springfield,24.0,29.0,2/1/17
Entire home/apt,2,Apartment,Southland,River run,121.0,166.0,2/1/17
Entire home/apt,2,House,Essos,Bear Island,20.0,21.0,2/1/17
Entire home/apt,4,Cabin,Westland,Westeros,12.0,38.0,2/1/17
Entire home/apt,4,Apartment,Westland,Westeros,20.0,40.0,2/1/17
Entire home/apt,4,Apartment,Southland,Dorne,99.0,126.0,2/1/17
Entire home/apt,5,Cabin,Westland,Springfield,7.0,28.0,2/1/17
Entire home/apt,6,Apartment,Essos,High Garden,8.0,24.0,2/1/17
Entire home/apt,6,Cabin,Essos,Bear Island,1.0,25.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,18.0,29.0,2/1/17
Entire home/apt,4,Apartment,Essos,Pike's Peak,4.0,33.0,2/1/17
Entire home/apt,4,Apartment,La La Land,Iron Islands,21.0,25.0,2/1/17
Entire home/apt,3,Apartment,Southland,Dorne,112.0,148.0,2/1/17
Private room,2,House,Southland,King's Landing,27.0,99.0,2/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,7.0,10.0,2/1/17
Entire home/apt,6,Apartment,La La Land,Iron Islands,6.0,10.0,2/1/17
Entire home/apt,2,House,Westland,Springfield,16.0,17.0,2/1/17
Entire home/apt,6,Apartment,Westland,Springfield,7.0,9.0,2/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,7.0,33.0,2/1/17
Entire home/apt,2,Apartment,Essos,Bear Island,20.0,28.0,2/1/17
Entire home/apt,7,Apartment,La La Land,Iron Islands,21.0,22.0,2/1/17
Entire home/apt,2,Cabin,Essos,Bear Island,6.0,21.0,2/1/17
Entire home/apt,4,Apartment,Westland,Springfield,5.0,12.0,2/1/17
Entire home/apt,2,Apartment,Southland,River run,126.0,162.0,2/1/17
Entire home/apt,2,Apartment,Hogwarts,Dragonstone,22.0,25.0,2/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,18.0,21.0,2/1/17
Entire home/apt,3,Cabin,Westland,Springfield,21.0,26.0,2/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,45.0,112.0,2/1/17
Private room,2,House,Westland,Springfield,1.0,23.0,2/1/17
Private room,4,House,Hogwarts,Crownland,25.0,26.0,2/1/17
Entire home/apt,6,Apartment,La La Land,Iron Islands,3.0,20.0,2/1/17
Entire home/apt,5,Cabin,Westland,Springfield,19.0,28.0,2/1/17
Entire home/apt,4,Cabin,Westland,Springfield,16.0,28.0,2/1/17
Private room,2,House,Hogwarts,Crownland,8.0,8.0,2/1/17
Entire home/apt,2,Cabin,Southland,River run,130.0,171.0,2/1/17
Entire home/apt,4,Apartment,La La Land,Hornhill,14.0,23.0,2/1/17
Private room,2,House,Westland,Springfield,21.0,24.0,2/1/17
Entire home/apt,3,Apartment,Westland,Springfield,25.0,29.0,2/1/17
Entire home/apt,8,House,Westland,Springfield,28.0,29.0,2/1/17
Entire home/apt,4,Apartment,Southland,King's Landing,13.0,58.0,2/1/17
Entire home/apt,6,House,Hogwarts,Dragonstone,14.0,32.0,2/1/17
